Tên địa điểm,Mô tả,Tỉnh thành,Thể loại,Link google map,ID Ảnh URL địa điểm
Vịnh Lan Hạ,"Nằm ở phía nam của Vịnh Hạ Long, Vịnh Lan Hạ sở hữu vẻ đẹp hoang sơ với hàng trăm đảo đá vôi và bãi biển cát trắng. Du khách có thể tham gia các hoạt động như chèo thuyền kayak, lặn biển và khám phá các hang động.​",Hải Phòng,"Vịnh, Điểm ngắm cảnh tự nhiên, Chèo thuyền","https://www.google.com/maps/place/V%E1%BB%8Bnh+Lan+H%E1%BA%A1/@20.7534697,106.9806998,12.5z/data=!4m6!3m5!1s0x314a45b5d29a9b11:0x4dd4f928dad786a9!8m2!3d20.7237207!4d107.0465615!16s%2Fg%2F1q6h_dd_h?entry=ttu&g_ep=EgoyMDI1MDQwOC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1FYf4ki8IFIIqma5gU_GRdNRqYAPTMj3b
Đảo Cát Bà,"Đảo Cát Bà là điểm đến lý tưởng với rừng quốc gia, bãi biển đẹp và hệ sinh thái đa dạng. Nơi đây còn được UNESCO công nhận là Khu dự trữ sinh quyển thế giới.",Hải Phòng,"Đảo, Vườn quốc gia, Điểm ngắm cảnh tự nhiên","https://www.google.com/maps/place/Qu%E1%BA%A7n+%C4%91%E1%BA%A3o+C%C3%A1t+B%C3%A0/@20.7941136,106.9056645,12.75z/data=!4m6!3m5!1s0x314a4295092717df:0x888e31f9d9d83537!8m2!3d20.7836978!4d106.9332147!16s%2Fg%2F11bc5tw0my?entry=ttu&g_ep=EgoyMDI1MDQwOC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1Kpuz8GaH1QpByOjG_VKq0XFyRJdc043m
Đảo Hòn Dấu,Đảo Hòn Dấu mang vẻ đẹp hoang sơ với rừng nguyên sinh và ngọn hải đăng cổ kính. Đây là nơi lý tưởng để cắm trại và tận hưởng không gian yên bình.​,Hải Phòng,"Đảo, Điểm ngắm cảnh tự nhiên, Cắm trại","https://www.google.com/maps/place/H%C3%B2n+D%C3%A1u/@20.6671193,106.8106216,16z/data=!3m1!4b1!4m6!3m5!1s0x314a6c9dba9ecabd:0x376490d075d927a6!8m2!3d20.6669073!4d106.8156254!16s%2Fg%2F122t69sh?entry=ttu&g_ep=EgoyMDI1MDQwOC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1PCd2BfzlTkNIk_9H03iUVYxf6BE6gBwm
Đảo Bạch Long Vĩ,"Là hòn đảo xa nhất trong Vịnh Bắc Bộ, Bạch Long Vĩ nổi bật với ngọn hải đăng cao và cảnh quan biển tuyệt đẹp. Đảo còn là nơi sinh sống của nhiều loài động thực vật quý hiếm.​",Hải Phòng,"Đảo, Điểm ngắm cảnh tự nhiên","https://www.google.com/maps/place/%C4%90%E1%BA%A3o+B%E1%BA%A1ch+Long+V%C4%A9/@20.1350878,107.7074711,14z/data=!3m1!4b1!4m6!3m5!1s0x31495f03831b0d03:0x38858c51605760d7!8m2!3d20.1311435!4d107.7310526!16zL20vMGNnNHRm?entry=ttu&g_ep=EgoyMDI1MDQwOC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1aHCBJVmgtHgkI8ggaxP2vB9e5NMj5gkc
Bảo tàng Hải Phòng,"Bảo tàng Hải Phòng lưu giữ nhiều hiện vật và tài liệu quý giá, phản ánh lịch sử và văn hóa của thành phố cảng. Kiến trúc của bảo tàng cũng là điểm nhấn thu hút du khách.​",Hải Phòng,"Bảo tàng, Di tích lịch sử, Công trình kiến trúc","https://www.google.com/maps/place/B%E1%BA%A3o+t%C3%A0ng+H%E1%BA%A3i+Ph%C3%B2ng/@20.8618161,106.6801292,17z/data=!3m1!4b1!4m6!3m5!1s0x314a7af3f0742f19:0xa4466af30bedbb1!8m2!3d20.8618161!4d106.6827041!16s%2Fg%2F1tl8h5s_?entry=ttu&g_ep=EgoyMDI1MDQwOC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1MdjjBCjxHaYmvTeFxMwfwqS5uYuWx3_W
Tháp Tường Long,"Tháp Tường Long là một công trình kiến trúc cổ nằm trên đỉnh núi Đồ Sơn, từ đây có thể ngắm toàn cảnh biển cả. Tháp mang đậm dấu ấn lịch sử và văn hóa Phật giáo.",Hải Phòng,"Di tích lịch sử, Công trình kiến trúc, Điểm ngắm cảnh tự nhiên","https://www.google.com/maps/place/Ch%C3%B9a+Th%C3%A1p+T%C6%B0%E1%BB%9Dng+Long/@20.7140383,106.7676131,17z/data=!3m1!4b1!4m6!3m5!1s0x314a6d00701474bb:0x6dc99f39a1595f7!8m2!3d20.7140383!4d106.770188!16s%2Fg%2F11vqmc5mnq?entry=ttu&g_ep=EgoyMDI1MDQwOC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1w1Sj8XhLl07KEVCY5UlZD_fy8u36-skj
Khu di tích Trạng Trình Nguyễn Bỉnh Khiêm,"Khu di tích này là nơi tưởng niệm và tôn vinh Trạng Trình Nguyễn Bỉnh Khiêm, nhà thơ, nhà tiên tri nổi tiếng của Việt Nam. Khuôn viên rộng rãi, yên tĩnh, thích hợp cho việc tìm hiểu lịch sử và thư giãn.​",Hải Phòng,"Di tích lịch sử, Đền, Điểm ngắm cảnh tự nhiên","https://www.google.com/maps/place/%C4%90%E1%BB%81n+Tr%E1%BA%A1ng+Tr%C3%ACnh+Nguy%E1%BB%85n+B%E1%BB%89nh+Khi%C3%AAm/@20.6609424,106.5287461,17z/data=!3m1!4b1!4m6!3m5!1s0x3135f54d870a520b:0x47aa5be7a24d2bf!8m2!3d20.6609424!4d106.531321!16s%2Fg%2F11rrqdqy60?entry=ttu&g_ep=EgoyMDI1MDQwOC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1r1VvW4PR2eTKNu3AKAE_aaF19vFFA3-Q
Núi Voi,"Núi Voi là điểm đến hấp dẫn với cảnh quan thiên nhiên hùng vĩ, hang động kỳ thú và hệ động thực vật phong phú. Du khách có thể leo núi, khám phá hang động và tận hưởng không khí trong lành.​",Hải Phòng,"Núi, Điểm ngắm cảnh tự nhiên, Đi bộ đường dài","https://www.google.com/maps/place/N%C3%BAi+Voi,+An+L%C3%A3o/@20.8333317,106.5627337,14z/data=!3m1!4b1!4m6!3m5!1s0x314a777815db4471:0x6d75fa23b1ed6b76!8m2!3d20.8333333!4d106.5833333!16s%2Fg%2F11c3ymv_ww?entry=ttu&g_ep=EgoyMDI1MDQwOC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1tZxb02t_eYzFY0kwTRX4q9unnpJoJmlN
Tuyệt Tình Cốc Hải Phòng,"Tuyệt Tình Cốc là hồ nước xanh ngọc bích nằm giữa núi đá vôi, tạo nên khung cảnh thơ mộng và huyền bí. Đây là địa điểm lý tưởng cho những ai yêu thích chụp ảnh và khám phá thiên nhiên.​",Hải Phòng,"Hồ, Điểm ngắm cảnh tự nhiên, Điểm chụp ảnh đẹp","https://www.google.com/maps/place/Tuy%E1%BB%87t+T%C3%ACnh+C%E1%BB%91c,+H%E1%BA%A3i+Ph%C3%B2ng/@20.9996258,106.5686539,17z/data=!3m1!4b1!4m6!3m5!1s0x314a7fb0bde961f7:0x638eeb7a364a0a1d!8m2!3d20.9996258!4d106.5712288!16s%2Fg%2F11gg91803r?entry=ttu&g_ep=EgoyMDI1MDQwOC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1WclcImE4omXHWuKPWbBY5_11f1QIAhmQ
Khu du lịch sinh thái rừng ngập mặn xã Đại Hợp,"Khu du lịch sinh thái này nổi bật với hệ sinh thái rừng ngập mặn đa dạng, là nơi sinh sống của nhiều loài chim và động vật quý hiếm. Du khách có thể tham gia các hoạt động như chèo thuyền, câu cá và thưởng thức đặc sản địa phương.​",Hải Phòng,"Khu bảo tồn, Điểm ngắm cảnh tự nhiên, Chèo thuyền","https://www.google.com/maps/place/Sinh+th%C3%A1i+H%C3%B2a+L%E1%BB%99c/@20.671825,106.7009511,17z/data=!3m1!4b1!4m6!3m5!1s0x314a7343638999f9:0xa56923adaba5a6d6!8m2!3d20.671825!4d106.703526!16s%2Fg%2F11p5lxvg35?entry=ttu&g_ep=EgoyMDI1MDQwOC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1ayIK5FobMMCGJesC-aPga11h4JLB0ctM
Bạch Đằng Giang,"Di tích lịch sử gắn liền với chiến thắng Bạch Đằng năm 1288, nơi ghi dấu ấn lịch sử dân tộc.​",Hải Phòng,"Di tích lịch sử, Địa điểm nổi tiếng","https://www.google.com/maps/place/S%C3%B4ng+%C4%90%C3%A1+B%E1%BA%A1ch/@20.9372595,106.535085,11z/data=!3m1!4b1!4m6!3m5!1s0x314a648710f8d77b:0x7007cb1692297386!8m2!3d20.9985039!4d106.7061054!16s%2Fm%2F04f47v9?entry=ttu&g_ep=EgoyMDI1MDQwOC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1ndKOKoYhqRc7Ys7V8afRfE0l-AT2iVz3
Biệt thự Bảo Đại,"Dinh thự duy nhất của vua Bảo Đại ở miền Bắc, mang kiến trúc độc đáo và giá trị lịch sử.​",Hải Phòng,"Công trình kiến trúc, Di tích lịch sử","https://www.google.com/maps/search/Bi%E1%BB%87t+th%E1%BB%B1+B%E1%BA%A3o+%C4%90%E1%BA%A1i/@20.7592253,106.6750408,12z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MDQwOC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1MRT-z0--e5jqRo_YyAlhB4ceiTY8x2SF
Cây đa 13 gốc,"Với hơn 300 năm tuổi, cây đa Mười Ba Gốc là di sản thiên nhiên quý giá, gắn liền với truyền thuyết về Đức Thổ Vương và là điểm đến tâm linh độc đáo.​",Hải Phòng,"Danh lam thắng cảnh, Địa điểm tham quan miễn phí","https://www.google.com/maps/search/C%C3%A2y+%C4%91a+13+g%E1%BB%91c/@20.8403844,106.7042701,20.75z?entry=ttu&g_ep=EgoyMDI1MDQwOC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1RJA-mYKV7fEVSPDQKzr2hNW7BQjzfVPn
Đồi Thiên Văn,"Tọa lạc tại quận Kiến An, đồi Thiên Văn không chỉ là nơi nghiên cứu khí tượng mà còn là điểm đến lý tưởng để ngắm toàn cảnh thành phố và thư giãn giữa thiên nhiên.​",Hải Phòng,"Thiên nhiên, Đồi, Điểm ngắm cảnh tự nhiên, Đi bộ đường dài","https://www.google.com/maps/place/%C4%90%E1%BB%93i+Thi%C3%AAn+V%C4%83n/@20.8059806,106.6098259,14z/data=!3m1!4b1!4m6!3m5!1s0x314a70cd3fa09335:0xcfee2afd833b9fc2!8m2!3d20.8059822!4d106.6304255!16s%2Fg%2F1v8y1jcf?entry=ttu&g_ep=EgoyMDI1MDQwOC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1rtxc2C_FPdwUmgc0t06xWH2Iy2xFxTod
Suối nước nóng Tiên Lãng,"Là một trong những mỏ nước khoáng có hàm lượng khoáng chất cao, suối nước nóng Tiên Lãng cung cấp các dịch vụ tắm khoáng, tắm bùn và nghỉ dưỡng, thích hợp cho du lịch chăm sóc sức khỏe.​",Hải Phòng,"Thiên nhiên, Suối, Khu bảo tồn, Khu vui chơi","https://www.google.com/maps/place/Khu+Du+L%E1%BB%8Bch+Su%E1%BB%91i+n%C6%B0%E1%BB%9Bc+kho%C3%A1ng+n%C3%B3ng+Ti%C3%AAn+L%C3%A3ng/@20.7101721,106.5525948,17z/data=!3m1!4b1!4m6!3m5!1s0x314a7597aaaaaaab:0x184494358a56692b!8m2!3d20.7101721!4d106.5551697!16s%2Fg%2F1tgcpbw2?entry=ttu&g_ep=EgoyMDI1MDQwOC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1wBjEIxV1dVHEc5g89iy2cFulu2fgFh9Q
Chùa Dư Hàng,"Là ngôi chùa cổ kính với kiến trúc truyền thống và nhiều di vật quý, chùa Dư Hàng mang đến không gian thanh tịnh và yên bình cho du khách.",Hải Phòng,"Chùa, Di tích lịch sử, Địa điểm tham quan miễn phí","https://www.google.com/maps/place/Ch%C3%B9a+D%C6%B0+H%C3%A0ng/@20.8475548,106.673486,17z/data=!3m1!4b1!4m6!3m5!1s0x314a7a89ceb8b867:0xeb195301ba321b98!8m2!3d20.8475548!4d106.6760609!16s%2Fg%2F1tctj800?entry=ttu&g_ep=EgoyMDI1MDQwOC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1sF9KcOHRS9FWuFWLEH_ypRADptFm6l9e
Đền Trần,"Đền Trần là một trong những địa điểm tâm linh nổi bật tại thành phố cảng. Nằm ở phường Lương Khánh Thiện, quận Kiến An, đền được xây dựng để thờ các vị vua nhà Trần – triều đại từng có nhiều công lao giữ nước và phát triển đất nước. Kiến trúc của đền mang đậm phong cách truyền thống với các chi tiết chạm khắc tinh xảo, không gian linh thiêng và cổ kính. Hằng năm, nơi đây tổ chức nhiều hoạt động lễ hội thu hút đông đảo du khách thập phương đến dâng hương và cầu phúc.",Hải Phòng,"Đền, Di tích lịch sử, Lễ hội địa phương","https://www.google.com/maps/place/%C4%90%E1%BB%81n+th%E1%BB%9D+Tr%E1%BA%A1ng+nguy%C3%AAn+Tr%E1%BA%A7n+T%E1%BA%A5t+V%C4%83n/@20.789699,106.3438368,11z/data=!4m10!1m2!2m1!1zxJHhu4FuIHRy4bqnbiBo4bqjaSBwaMOybmc!3m6!1s0x314a76dddf577e69:0xae28695999ae2ee7!8m2!3d20.7896889!4d106.6075046!15sChrEkeG7gW4gdHLhuqduIGjhuqNpIHBow7JuZ5IBEHBsYWNlX29mX3dvcnNoaXDgAQA!16s%2Fg%2F11gbldwr8q?entry=ttu&g_ep=EgoyMDI1MDQwOC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1-OlNjrd-olPFPW894dLlos-xKWfbj82d
Làng hoa Hạ Lũng,"Làng hoa Hạ Lũng thuộc quận Hải An, Hải Phòng, là một trong những làng nghề truyền thống nổi tiếng với nghề trồng hoa. Vào dịp Tết Nguyên Đán, làng hoa trở nên rực rỡ với đủ loại hoa như cúc, hồng, ly, lay ơn... tạo nên một bức tranh sắc màu sống động. Du khách đến đây không chỉ được chiêm ngưỡng vẻ đẹp của muôn vàn loài hoa mà còn có thể tìm hiểu về nghề trồng hoa truyền thống và chụp những bức ảnh tuyệt đẹp.",Hải Phòng,"Làng nghề truyền thống, Điểm chụp ảnh đẹp, Địa điểm tham quan miễn phí","https://www.google.com/maps/place/L%C3%A0ng+hoa+H%E1%BA%A1+L%C5%A9ng,+%C4%90%E1%BA%B1ng+H%E1%BA%A3i,+H%E1%BA%A3i+An,+H%E1%BA%A3i+Ph%C3%B2ng,+Vi%E1%BB%87t+Nam/@20.8405867,106.6951096,14z/data=!3m1!4b1!4m6!3m5!1s0x314a7aae4733b247:0xe8cf356f215c5c86!8m2!3d20.8405883!4d106.7157092!16s%2Fg%2F11c3ymwssr?entry=ttu&g_ep=EgoyMDI1MDQwOC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1UrLgJuCcJKDMgilROwdeDqsqfo9TKuu9
Du lịch sinh thái đồi Thông,"Chủ yếu hướng đến xây dựng không gian nghỉ dưỡng với các dịch vụ nhà hàng, khách sạn, khu vui chơi chất lượng.",Đắk Lắk,"Thiên nhiên, đồi, núi",https://maps.app.goo.gl/kwY3LPEMqp3edS4r7,1ubcLlD-ZzsdjPVSIoS-Tws6k0VE7zCNT
Khu du lịch Hồ Ea Kao,Là một trong những Top địa điểm du lịch DakLak nổi tiếng và đặc biệt khi sở hữu một trong những hồ nước đẹp nhất của thành phố Buôn Ma Thuột.,Đắk Lắk,"Điểm ngắm cảnh tự nhiên, hồ, thiên nhiên",https://maps.app.goo.gl/wg3XX5osrmUz6grr7,13F6ak1UlComC00NWjJSnCfKDYymWx2GI
Khu du lịch đồi Tâm Linh,"Là Top địa điểm du lịch DakLak nổi tiếng về tâm linh khi sở hữu những giá trị văn hóa, tín ngưỡng lâu đời của các dân tộc sinh sống tại đây.",Đắk Lắk,"Thiên nhiên, đồi, điểm ngắm cảnh tự nhiên",https://maps.app.goo.gl/btB7mQmnbsVTwBdAA,1dIrNTLj3ObUEYdLP2Ca6SeMi8pTGSoJO
Khu du lịch sinh thái Troh Bư,"Ban đầu là một vườn thực vật tư nhân với mục đích là bảo tồn các giống lan rừng tự nhiên của Việt Nam. Sau đó, ban quản lý đã đầu tư quy mô hơn từ cảnh quan đến dịch vụ, với khung cảnh thơ mộng và thiên nhiên hùng vĩ.",Đắk Lắk,"Lễ hội địa phương, thiên nhiên, núi",https://maps.app.goo.gl/WAHM3NsabEP1rMNY9,1SE5-DE1PSnQoWszP2cCrMuBnxgGRmgU0
Buôn Ako Dhong,"Tại đây, bạn sẽ được ngắm nhìn những ngôi nhà sàn đơn sơ nhưng ấm cúng, được hòa mình vào cuộc sống của người dân địa phương, được nghe những lời ca, điệu nhạc, được nếm thử loại rượu thơm lừng",Đắk Lắk,"Lễ hội địa phương, làng nghề truyền thống",https://maps.app.goo.gl/SzNhZN8ucv6MSTZx6,1ubcLlD-ZzsdjPVSIoS-Tws6k0VE7zCNT
Buôn Jun - Buôn Lê,Nổi bật với những ngôi nhà sàn được xây dựng theo kiểu kiến trúc cổ truyền,Đắk Lắk,"Lễ hội địa phương, làng nghề truyền thống",https://maps.app.goo.gl/XvERpnocZ96mGEGTA,1hifHWgn6JaFSutrjcp3FXQdIzdNcmMN7
"Cụm 3 thác Dray Sap, Dray Nur, Gia Long",Vẻ đẹp hiện lên như một bức tranh thủy mặc với sự huyền bí và hoang sơ,Đắk Lắk,"Thiên nhiên, thác",https://maps.app.goo.gl/9QAA3Mwf1P8N23QB9,1ZJG932uq7wQInfhUfwg21ZYuaeoaIJd8
Thác Krông Kmar, Được mệnh danh là nóc nhà của cả vùng Tây Nguyên,Đắk Lắk,"Thiên nhiên, thác",https://maps.app.goo.gl/hZs5NqqpUf5dfFi16,1PCfrpvr6h3tiY4TiHbH9cObNP8nANnOM
Vườn quốc gia Yok Đôn,"Tại đây, bạn sẽ được trải nghiệm khám phá những cánh rừng nhiệt đới với hệ động thực vật vô cùng đa dạng.",Đắk Lắk,"Thiên nhiên, núi, rừng",https://maps.app.goo.gl/Jm1zGANWrgrk3Udj8,1qgK6yA9RI_doOz2zuYbONpUXjyMwwR8u
Thác Thủy Tiên,"Trên đường vào thác Thủy Tiên, bạn sẽ đi qua những con đường đèo uốn quanh, hai bên là những cánh rừng cà phê, cao su bạt ngàn.",Đắk Lắk,"Thiên nhiên, thác",https://maps.app.goo.gl/gYkf9VyroTWDj7yv9,1Wi2LZYod2qwhU_rhGQT52hbRJuilyoZa
Vườn quốc gia Chư Yang Sin,"Top địa điểm du lịch DakLak nổi tiếng cách thành phố Buôn Ma Thuột khoảng 60km về phía Đông Nam, với tổng diện tích 589 km2. Nơi đây tạo điều kiện sinh sống hoàn hảo cho rất nhiều loại động thực vật quý hiếm, là điểm đến có sức hút mạnh mẽ với những người yêu thích khám phá thiên nhiên.",Đắk Lắk,"Thiên nhiên, núi, rừng",https://maps.app.goo.gl/mHNjjDvfTu68izRi6,1xlJEW0mMJCc99ujBbibxKjy1zhEwBBEi
Làng cà phê Trung Nguyên,"Tại đây, bạn sẽ được thưởng thức những ly cà phê nguyên chất thơm ngon, được tìm hiểu về lịch sử khơi nguồn và sáng tạo nên cà phê Trung Nguyên",Đắk Lắk,"Làng nghề truyền thống, Điểm chụp ảnh đẹp, Địa điểm tham quan miễn phí",,1JcRi6NCdCfAFmqphix4SwshutjhbgT2j
Tháp Chàm Yang Prong,"Tòa tháp Chăm này được xây dựng với lối kiến trúc độc đáo, mang lại cho chúng ta rất nhiều hiểu biết về lịch sử, văn hóa và tín ngưỡng của cộng đồng người Chăm từ xa xưa.",Đắk Lắk,Công trình kiến trúc,https://maps.app.goo.gl/cPhCJXg9GHo3WYC37,1sb8Jh7Ro35dmI2DexqSv82KoD2ky7arV
Nhà thờ Thánh Tâm,Đây là nhà thờ chính tòa của giáo phận tại Buôn Ma Thuột. Nhà thờ được thiết kế rất độc đáo khi đan xen giữa văn hóa phương Tây và kiến trúc nhà đài của người dân tộc Ê Đê.,Đắk Lắk,Nhà thờ,https://maps.app.goo.gl/csUgSk7aUPT5d75K7,19TTfPIuNiaJlBm8kFFirjh56OX09Ozyu
Khu du lịch Suối Ong,"Tại đây, bạn có thể hòa mình vào không gian núi rừng hùng vĩ, tận hưởng nguồn nước mát lành từ những con suối uốn quanh, lắng nghe hơi thở của núi rừng.",Đắk Lắk,"Thiên nhiên, suối, ngắm cảnh tự nhiên",https://maps.app.goo.gl/ztwd313brbRaagsd7,15gITZyOiR1RKxA-n8eVgxP_sKwWfX19h
Bảo tàng Đắk Lắk,"Bảo tàng Đắk Lắk là một trung tâm bảo tồn và trưng bày về lịch sử và văn hoá các dân tộc tỉnh Đắk Lắk. Du khách đến đây không chỉ để tham quan, giải trí, mà còn để tìm hiểu, nghiên cứu về lĩnh vực văn hóa dân tộc và các lĩnh vực chuyên ngành khác ở Đắk Lắk.",Đắk Lắk,"Công trình kiến trúc, Bảo tàng",https://maps.app.goo.gl/sBDo3uAWWtcPJQ5YA,1juRRoQC_h4vvTJIcHm-A5FC3-o6ci1Fr
Chùa Sắc Tứ Khải Đoan,"Là ngôi chùa lớn nhất thành phố Buôn Ma Thuột và cả tỉnh Đắk Lắk, nằm ở phường Thống Nhất.",Đắk Lắk,Chùa,https://maps.app.goo.gl/Svg2Tf9XSNmk82Sq8,1PP8vQemec-w4rayLgV2ZV11Hi20gLd9F
Đình Lạc Giao,"Đình Lạc Giao là di tích lịch sử về công cuộc khai khẩn đất đai của những người Kinh đầu tiên trên Cao Nguyên Đắk Lắk, là nơi thờ thần hoàng và những người có công với nước, là nơi cầu mong sức khỏe và làm ăn phát đạt.",Đắk Lắk,Công trình kiến trúc,https://maps.app.goo.gl/c55zfpeche9f5Fe26,1yR7cxhNKu_0mi2y1lbEtj-njhT-VgdeU
Tòa Giám mục Buôn Ma Thuột,"Đây là một công trình kiến trúc cổ có quy mô to lớn, tọa lạc ở 104 Phan Chu Trinh. Đây là một công trình kiến trúc cổ được xây dựng hầu hết bằng chất liệu gỗ, lợp ngói vảy cá, có quy mô rất lớn.",Đắk Lắk,Công trình kiến trúc,https://maps.app.goo.gl/7K5TgAnEyWVYEeaJ9,1_cIRZOaf0WmajEHlL42H7qfQoXZRQOTb
Khu bảo tồn thiên nhiên Ea Sô,"Đây là khu bảo tồn nằm ở Ea Kar, rất phong phú về số lượng loài và số lượng cá thể trong loài đặc trưng cho rừng nhiệt đới, bao gồm 139 họ với 709 loài thực vật.",Đắk Lắk,Thiên  nhiên,https://maps.app.goo.gl/za7o6AS8giqZ9na999,11ykrluDXlnojJOC4mIhWJAVoVxooa9nF
Thiền viện Trúc Lâm Từ Giác,"Thiền viện Trúc Lâm Từ Giác được xây dựng tại Núi Chư Kuin, thôn Ea Wi, xã Ea Yông, Krông Pắk đây là ngôi chùa trong hệ thống Thiền Tông.",Đắk Lắk,Công trình kiến trúc,https://maps.app.goo.gl/nasK35mTgGeZ8LKd7,1AlEddZbmSb3i1j7Nh1ncuKPQ03JVPmqa
Điện gió Ea H'Leo,"Du khách đến đây sẽ được tận hưởng không khí cực trong lành, vào thời điểm sáng sớm và chiều xuống khí trời se lạnh mang đến cảm giác vô cùng dễ chịu",Đắk Lắk,Công trình kiến trúc,https://maps.app.goo.gl/FMZ9sHndh3gJQcc98,1FRLScLRDXDE72r-lmTHMj4DeouI3IWja
Ga Đà Lạt,Ga Đà Lạt được thiết kế theo phong cách đối xứng độc đáo với ba mái chóp xếp liền cạnh nhau.,Lâm Đồng,Công trình kiến trúc,https://maps.app.goo.gl/e7azn9UAN83fLDuP6,1EOAPgjsG7iBD40--r7cBVrTrXKEP0oGH
Nhà thờ Con Gà,Nhà thờ Con Gà được rất nhiều du khách trong và ngoài nước yêu mến bởi kiến trúc xây dựng đặc trưng có từ thời Pháp.,Lâm Đồng,Nhà thờ,https://maps.app.goo.gl/4yLMY46ojUN9KdGp8,1r0cS8fzyjNLZa_tHAVZTsg99n2FtKvkd
Đồi chè Cầu Đất,"Nằm cách trung tâm thành phố 25km, đồi chè Cầu Đất là một trong những địa điểm du lịch Lâm Đồng lý tưởng để săn mây.",Lâm Đồng,"thiên nhiên, đồi núi",https://maps.app.goo.gl/zRw9umxwgkbUyzsg8,1sCK26GQqoqdlPH1uPmaW0_yZHFSB459a
Núi LangBiang,"Không chỉ ngắm cảnh sắc núi rừng, bạn còn có thể tham gia vào những trò chơi mang cảm giác mạnh khi đến đây.",Lâm Đồng,"Thiên nhiên, núi",https://maps.app.goo.gl/3dcSSzoBNEn5p3Q29,1Aid0StLnhJt_H8j0cX1I3AM5UWa2kGLB
Chùa Linh Quy Pháp Ẩn,Nơi đây thu hút đông đảo khách du sở hữu không gian ngắm cảnh sắc thiên nhiên tuyệt đẹp,Lâm Đồng,Công trình kiến trúc,https://maps.app.goo.gl/QUpdZ3sHpBXMaEeAA,1DmP9p4lPswdPAcg0oKoRFZ4GXLrghMHh
 Vườn quốc gia Nam Cát Tiên,"Nếu bạn yêu thích những cung đường khám phá mang đầy tính thử thách, hãy đến vườn quốc gia Nam Cát Tiên.",Lâm Đồng,Vườn quốc gia,https://maps.app.goo.gl/pbB5jheYSMyR6yFx5,1YWoJjmqj11-zVsxxBK8Nz2H40ibQgHOf
Làng Cù Lần,Sở dĩ ngôi làng có tên gọi như vậy là bởi ở đây có rất nhiều cây Cù Lần có tác dụng cầm máu. Đây là một trong những loại cây đặc trưng của núi rừng Tây Nguyên.,Lâm Đồng,"Làng nghề truyền thống, Địa điểm tham quan miễn phí",https://maps.app.goo.gl/UgGruJx9Fvm3UR6q7,1q9FchJZCumXADLU0dzR9LtyzcJrcHGrG
Hoa tam giác mạch Tà Nung,"Bạn sẽ được đắm chìm vào khoảng không gian rộng lớn toàn hoa tam giác mạch trước khuôn viên chua. Bức tranh này giúp lòng bạn như nhẹ nhàng, bình yên hơn bao giờ hết.",Lâm Đồng,Làng nghề truyền thống,https://maps.app.goo.gl/wFcUFGxettmsdzPN7,1hBljrz-f8bhaAmUcKeVrLwOhWfWDgv-v
Bãi biển Cà Ná,"Bãi biển dài uốn cong duyên dáng, nước biển trong xanh và bãi cát trắng mịn, được mệnh danh là ""nàng công chúa ngủ quên"" của biển Nam Trung Bộ.",Bình Thuận,"Biển, Thiên nhiên, Điểm ngắm cảnh tự nhiên, Địa điểm tham quan miễn phí",https://maps.app.goo.gl/6USYszpBecoqsgo98,1qBvsFHOvKZAURRD54M4tQNf0PCJSpzR3
Hòn Cau,"Hòn đảo hoang sơ thuộc Cù Lao Câu, nổi bật với những bãi đá kỳ thú và làn nước trong xanh, là nơi bảo tồn rùa biển.",Phú Yên,"Đảo, Biển, Khu bảo tồn, Chèo thuyền, Lặn ngắm san hô, Điểm chụp ảnh đẹp",https://maps.app.goo.gl/d5rnykdPZ3e4FthD8,1dvcop7M2mlO6_HLY5OPke8X0_53o0DMK
Gành Đá Đĩa,Kỳ quan thiên nhiên độc đáo với những cột đá basalt xếp lớp tự nhiên tạo thành hình tổ ong kỳ lạ. Sóng biển vỗ quanh tạo nên khung cảnh sống động và ấn tượng.,Phú Yên,"Danh lam thắng cảnh, Thiên nhiên, Điểm chụp ảnh đẹp, Địa điểm tham quan miễn phí",https://maps.app.goo.gl/cDNUFQL86qdiXpSX6,1YMKg26M4yRjSjsQULxqH9aaHT2jvGheY
